Timestamp,SRD-BTC_USD
2025-04-29 08:48:55,94651.0005046404
2025-04-29 08:49:25,94650.0007848909
2025-04-29 08:49:55,94650.0007659615
2025-04-29 08:50:25,94650.0006311988
2025-04-29 08:50:55,94645.0006217256
2025-04-29 08:51:26,94645.0007909775
2025-04-29 08:51:56,94652.0006354822
2025-04-29 08:52:26,94652.0004043989
2025-04-29 08:52:56,94664.0004138064
2025-04-29 08:53:26,94664.0004720202
2025-04-29 08:53:56,94678.0006157719
2025-04-29 08:54:26,94678.0005264050
2025-04-29 08:54:56,94708.0005023390
2025-04-29 08:55:26,94708.0004505558
2025-04-29 08:55:56,94732.0003038391
2025-04-29 08:56:27,94732.0005386888
2025-04-29 08:56:57,94738.0005540400
2025-04-29 08:57:27,94738.0008260796
2025-04-29 08:57:57,94756.0005896321
2025-04-29 08:58:27,94756.0001425611
2025-04-29 08:58:57,94776.0008379405
2025-04-29 08:59:27,94776.0005865922
2025-04-29 08:59:57,94792.0007411264
2025-04-29 09:00:27,94792.0002355624
2025-04-29 09:00:58,94799.0003452402
2025-04-29 09:01:28,94799.0002393974
2025-04-29 09:01:58,94801.0002310786
2025-04-29 09:02:28,94801.0007074920
2025-04-29 09:02:58,94799.0008310275
2025-04-29 09:03:28,94799.0005537258
